chrom	start	end	geneid	genename
6	127609856	127664754	NM_018479	ECHDC1
6	127609856	127664754	NM_001105545	ECHDC1
6	127609856	127664754	NM_001105544	ECHDC1
6	127609856	127664754	NM_001002030	ECHDC1
6	127759550	127840500	NM_001012279	SOGA3
6	128029338	128222226	NM_001010923	THEMIS
6	128289923	128841819	NM_002844	PTPRK
6	128029338	128239776	NM_001164687	THEMIS
6	128029338	128222226	NM_001164685	THEMIS
6	128289923	128841870	NM_001135648	PTPRK
6	129204285	129837710	NM_001079823	LAMA2
6	129204285	129837710	NM_000426	LAMA2
6	130152388	130182416	NM_001010876	TMEM244
6	130339727	130462594	NM_032438	L3MBTL3
6	130339727	130462594	NM_001007102	L3MBTL3
6	131160487	131291623	NM_001199389	EPB41L2
6	131160487	131384462	NM_001135554	EPB41L2
6	131160487	131384462	NM_001431	EPB41L2
6	131456825	131604675	NM_016377	AKAP7
6	131958441	132068550	NM_005021	ENPP3
6	131571298	131604675	NM_138633	AKAP7
6	131571298	131604675	NM_004842	AKAP7
6	131160487	131321907	NM_001252660	EPB41L2
6	131160487	131384462	NM_001135555	EPB41L2
6	131160487	131384462	NM_001199388	EPB41L2
6	132617193	132722664	NM_015529	MOXD1
6	133562494	133853258	NM_004100	EYA4
6	133562494	133853258	NM_172103	EYA4
6	133562494	133853258	NM_172105	EYA4
6	134308718	134373789	NM_145176	SLC2A12
6	134490383	134639196	NM_001143676	SGK1
6	135502452	135540311	NM_001130173	MYB
6	135502452	135540310	NM_005375	MYB
6	135818938	136011976	NR_026805	LINC00271
6	135605109	135818903	NM_001134830	AHI1
6	135708921	135818903	NM_001134832	AHI1
6	135605109	135818903	NM_017651	AHI1
6	135502452	135540311	NM_001161659	MYB
6	135502452	135540311	NM_001161656	MYB
6	135502452	135540311	NM_001161658	MYB
6	135502452	135540311	NM_001161657	MYB
6	135502452	135540311	NM_001130172	MYB
6	135605109	135818903	NM_001134831	AHI1
6	135502452	135540311	NM_001161660	MYB
6	136663418	136847351	NM_001198611	MAP7
6	136663418	136847351	NM_001198609	MAP7
6	136663418	136847351	NM_001198608	MAP7
6	137143701	137235072	NM_000288	PEX7
6	136663418	136847848	NM_001198619	MAP7
6	136663418	136871957	NM_003980	MAP7
6	136663418	136788013	NM_001198615	MAP7
6	136663418	136847744	NM_001198614	MAP7
6	136878186	137113656	NM_005923	MAP3K5
6	136663418	136847744	NM_001198618	MAP7
6	136663418	136871957	NM_001198617	MAP7
6	136663418	136871957	NM_001198616	MAP7
6	137464956	137494785	NM_052962	IL22RA2
6	137464956	137494785	NM_181310	IL22RA2
6	137464956	137494785	NM_181309	IL22RA2
6	138483052	138665800	NM_020340	KIAA1244
6	139046347	139094816	NM_001242740	LOC100507462
6	138743180	138820579	NM_001144060	NHSL1
6	138743180	138893668	NM_020464	NHSL1
6	139117247	139225207	NM_001195037	ECT2L
6	139117247	139225207	NM_001077706	ECT2L
6	139561198	139613208	NM_153235	TXLNB
6	140092209	140181608	NR_038399	LOC100132735
6	142468409	142542085	NM_016485	VTA1
6	142623055	142767403	NM_020455	GPR126
6	142847591	142958973	NR_027311	LOC153910
6	142847591	142959026	NR_027312	LOC153910
6	143072603	143266338	NM_006734	HIVEP2
6	142623055	142767403	NM_001032395	GPR126
6	142623055	142767403	NM_001032394	GPR126
6	142623055	142767403	NM_198569	GPR126
6	143999101	144152322	NM_001100165	PHACTR2
6	144261436	144329541	NM_006718	PLAGL1
6	143929316	144152322	NM_014721	PHACTR2
6	144261436	144329541	NM_002656	PLAGL1
6	144164507	144184943	NM_032860	LTV1
6	144261436	144385735	NM_001080955	PLAGL1
6	144261436	144329541	NM_001080956	PLAGL1
6	143999101	144152322	NM_001100164	PHACTR2
6	144261436	144329541	NM_001080954	PLAGL1
6	144261436	144329541	NM_001080953	PLAGL1
6	144261436	144329541	NM_001080952	PLAGL1
6	144261436	144385735	NM_001080951	PLAGL1
6	143771917	143811751	NM_003630	PEX3
6	143929316	144152322	NM_001100166	PHACTR2
6	146348781	146758731	NM_001114329	GRM1
6	145946439	146056991	NM_005670	EPM2A
6	146205944	146285233	NM_173082	SHPRH
6	146348781	146758731	NM_000838	GRM1
6	145946439	146056991	NM_001018041	EPM2A
6	146205944	146285233	NM_001042683	SHPRH
6	146136011	146207721	NR_038244	LOC100507557
6	146136011	146207721	NR_038245	LOC100507557
6	146056004	146207721	NR_038246	LOC100507557
6	147525493	147711612	NM_001127715	STXBP5
6	147162524	147525750	NR_034115	LOC729178
6	147525493	147711612	NM_139244	STXBP5
6	146920135	147136597	NM_024694	ADGB
6	148663728	148873184	NM_015278	SASH1
6	149068270	149398126	NM_005715	UST
6	149639435	149732747	NM_015093	TAB2
6	150070830	150132557	NM_005389	PCMT1
6	150464187	150571528	NM_030949	PPP1R14C
6	150070830	150123667	NM_001252053	PCMT1
6	150184633	150240644	NR_045126	LOC100652739
6	150204510	150217195	NM_001243328	RAET1E
6	150070830	150132557	NM_001252052	PCMT1
6	150070830	150132557	NM_001252051	PCMT1
6	150070830	150132557	NM_001252050	PCMT1
6	150070830	150132557	NM_001252049	PCMT1
6	151187468	151423023	NM_001242768	MTHFD1L
6	151561133	151679694	NM_005100	AKAP12
6	151646665	151679694	NM_144497	AKAP12
6	151186814	151423023	NM_001242767	MTHFD1L
6	151186814	151423023	NM_015440	MTHFD1L
6	151815174	151942328	NM_025059	C6orf97
6	151773421	151791232	NM_024573	C6orf211
6	152128453	152424408	NM_001122740	ESR1
6	152126807	152424408	NM_001122741	ESR1
6	152128813	152424408	NM_000125	ESR1
6	152442818	152957986	NM_033071	SYNE1
6	152442818	152958534	NM_182961	SYNE1
6	153332031	153452389	NM_012419	RGS17
6	154475617	154651215	NM_001130699	IPCEF1
6	154360442	154431588	NM_001145282	OPRM1
6	154360442	154428787	NM_001145285	OPRM1
6	154360442	154430153	NM_001145284	OPRM1
6	155054511	155155194	NM_014892	SCAF8
6	154726432	154831753	NM_173515	CNKSR3
6	154475617	154677900	NM_001130700	IPCEF1
6	154360442	154440594	NM_000914	OPRM1
6	154475617	154677900	NM_015553	IPCEF1
6	154360442	154414655	NM_001008505	OPRM1
6	154360442	154430153	NM_001145283	OPRM1
6	154331635	154440594	NM_001145281	OPRM1
6	154331630	154440594	NM_001145280	OPRM1
6	154331630	154440594	NM_001145279	OPRM1
6	154360442	154413073	NM_001008504	OPRM1
6	154360442	154568001	NM_001008503	OPRM1
6	154360442	154428787	NM_001145286	OPRM1
6	155577263	155635617	NM_016020	TFB1M
6	155411422	155578857	NM_012454	TIAM2
6	157802556	158094977	NM_024630	ZDHHC14
6	157802556	158094977	NM_153746	ZDHHC14
6	158733691	158932856	NM_020245	TULP4
6	158957467	159056467	NM_020823	TMEM181
6	159071045	159185908	NM_001242395	SYTL3
6	159071045	159185908	NM_001242394	SYTL3
6	159071045	159185908	NM_001242384	SYTL3
6	158589378	158620376	NM_207118	GTF2H5
6	158438079	158520207	NM_001178088	SYNJ2
6	158402887	158520207	NM_003898	SYNJ2
6	159071045	159185908	NM_001009991	SYTL3
6	158733691	158932856	NM_001007466	TULP4
6	160148151	160170453	NM_152858	WTAP
6	160148619	160170453	NM_152857	WTAP
6	160148151	160177351	NM_004906	WTAP
6	159590428	159693140	NM_032532	FNDC1
6	160542862	160579750	NM_003057	SLC22A1
6	160952514	161087407	NM_005577	LPA
6	160542862	160579750	NM_153187	SLC22A1
6	160769424	160876014	NM_021977	SLC22A3
6	161551056	161695107	NM_020133	AGPAT4
6	163835674	163999628	NM_206855	QKI
6	163835674	163999628	NM_206854	QKI
6	163835674	163999628	NM_206853	QKI
6	163835674	163999628	NM_006775	QKI
6	165740775	166075588	NM_001130690	PDE10A
6	165740775	166075588	NR_045597	PDE10A
6	166822853	167040726	NM_021135	RPS6KA2
6	166822853	167275771	NM_001006932	RPS6KA2
6	168418552	168445769	NM_005355	KIF25
6	168227670	168372700	NM_001207008	MLLT4
6	168418552	168445769	NM_030615	KIF25
6	168227670	168365793	NM_001040000	MLLT4
6	168841830	169068674	NM_022138	SMOC2
6	168841830	169068674	NM_001166412	SMOC2
6	170615843	170714237	NM_032448	FAM120B
6	292100	351355	NM_020185	DUSP22
6	655938	656964	NM_148959	HUS1B
6	1390068	1395832	NM_001452	FOXF2
6	1312674	1314993	NM_033260	FOXQ1
6	1610680	1614129	NM_001453	FOXC1
6	2622971	2635298	NM_152554	C6orf195
6	2663862	2751154	NM_001012418	MYLK4
6	2765665	2785979	NM_020135	WRNIP1
6	2854264	2854341	NR_039788	MIR4645
6	2854890	2876744	NR_033851	MGC39372
6	2833733	2842081	NM_030666	SERPINB1
6	2765665	2785979	NM_130395	WRNIP1
6	2948392	2972399	NM_001195291	SERPINB6
6	2948392	2972399	NM_004568	SERPINB6
6	2988200	2991405	NR_026856	DKFZP686I15217
6	2988200	2991405	NR_026855	DKFZP686I15217
6	2887499	2903546	NM_004155	SERPINB9
6	3077057	3115421	NM_003804	RIPK1
6	3259161	3264097	NM_001135750	PSMG4
6	3259161	3268300	NM_001128591	PSMG4
6	3259161	3268300	NM_001128592	PSMG4
6	3153901	3157783	NM_001069	TUBB2A
6	3224494	3227968	NM_178012	TUBB2B
6	3183051	3196001	NR_038296	LOC100507194
6	3183051	3196001	NR_038295	LOC100507194
6	3722835	3752246	NM_183373	PXDC1
6	3849631	3851551	NM_012135	FAM50B
6	4115926	4135831	NR_028588	ECI2
6	4115926	4135702	NM_001166010	ECI2
6	4068592	4079457	NM_173563	FAM217A
6	4079439	4130999	NM_001085401	C6orf201
6	4115926	4135831	NM_206836	ECI2
6	4115926	4135831	NM_006117	ECI2
6	4890225	4955778	NM_001143971	CDYL
6	5085719	5087455	NM_001145115	PPP1R3G
6	4995279	5004271	NM_006638	RPP40
6	5148466	5148556	NR_037462	MIR3691
6	5998232	6007633	NM_016588	NRN1
6	6588933	6655216	NM_004271	LY86
6	7281287	7313541	NM_003144	SSR1
6	7402879	7418270	NM_153005	RIOK1
6	7390061	7418270	NM_031480	RIOK1
6	7541869	7586946	NM_004415	DSP
6	7541869	7586946	NM_001008844	DSP
6	7881482	7910310	NM_001145549	TXNDC5
6	7881482	7911047	NM_030810	TXNDC5
6	7986334	7990577	NR_027712	PIP5K1P1
6	8013799	8064647	NM_001199322	MUTED
6	8013799	8064647	NM_001199323	MUTED
6	8079627	8102828	NM_004280	EEF1E1
6	8073592	8102828	NM_001135650	EEF1E1
6	8013799	8102828	NR_037618	EEF1E1-MUTED
6	8013799	8064647	NM_201280	MUTED
6	8086640	8086766	NR_003703	SCARNA27
6	8413300	8435794	NM_001142540	SLC35B3
6	8413300	8435794	NM_015948	SLC35B3
6	8413300	8435794	NM_001142541	SLC35B3
6	8652441	8654080	NR_004855	HULC
6	10412550	10416402	NR_033910	LOC100130275
6	10396915	10415470	NM_003220	TFAP2A
6	10396915	10412607	NM_001032280	TFAP2A
6	10428017	10435055	NR_027793	LINC00518
6	10396915	10419797	NM_001042425	TFAP2A
6	10671650	10694839	NM_001145020	C6orf52
6	10723147	10731362	NM_016462	TMEM14C
6	10671650	10694839	NR_026737	C6orf52
6	10671650	10695030	NR_026736	C6orf52
6	10723147	10731362	NM_001165258	TMEM14C
6	10695187	10709970	NM_017906	PAK1IP1
6	10747994	10757214	NM_001127711	TMEM14B
6	10747994	10757214	NM_030969	TMEM14B
6	10762955	10838788	NM_005906	MAK
6	10762955	10838788	NM_001242385	MAK
6	10762955	10838788	NM_001242957	MAK
6	10887063	10974541	NM_001040274	SYCP2L
6	11094265	11138969	NM_001135575	C6orf228
6	11043990	11079377	NR_038963	LOC100506409
6	11043990	11079377	NR_038964	LOC100506409
6	11044923	11079377	NR_038962	LOC100506409
6	11102721	11112071	NM_207582	ERVFRD-1
6	11183530	11232915	NM_006403	NEDD9
6	11200605	11232915	NM_182966	NEDD9
6	11538510	11583757	NM_001100829	TMEM170B
6	11713887	11779280	NM_032744	ADTRP
6	11713887	11779280	NM_001143948	ADTRP
6	12290528	12297427	NM_001955	EDN1
6	12290528	12297427	NM_001168319	EDN1
6	13305183	13328787	NM_016495	TBC1D7
6	13279526	13295818	NM_001242698	LOC100130357
6	13305183	13328787	NM_001143966	TBC1D7
6	13305183	13328787	NM_001143965	TBC1D7
6	13305183	13328787	NM_001143964	TBC1D7
6	13469501	13487869	NM_001242629	GFOD1
6	13469501	13472295	NR_038459	GFOD1
6	13574760	13615390	NM_001242827	SIRT5
6	13615558	13621127	NM_016167	NOL7
6	13574760	13605970	NM_031244	SIRT5
6	13574858	13615390	NM_012241	SIRT5
6	13574760	13615390	NM_001193267	SIRT5
6	13786780	13814792	NM_001031713	CCDC90A
6	13925097	13980240	NM_152737	RNF182
6	13924676	13980240	NM_001165034	RNF182
6	13925423	13980240	NM_001165033	RNF182
6	13925097	13980240	NM_001165032	RNF182
6	14117864	14137148	NM_004233	CD83
6	14117486	14137148	NM_001251901	CD83
6	14117864	14137148	NM_001040280	CD83
6	16129316	16148478	NM_013262	MYLIP
6	16141777	16141861	NR_039782	MIR4639
6	17102488	17131603	NM_001190766	FLJ23152
6	17282931	17294099	NM_153020	RBM24
6	17281808	17294099	NM_001143942	RBM24
6	17282294	17294099	NM_001143941	RBM24
6	17600517	17611950	NM_016255	FAM8A1
6	18128544	18155374	NM_000367	TPMT
6	18120717	18122851	NM_198586	NHLRC1
6	18224399	18264799	NM_003472	DEK
6	18224399	18264799	NM_001134709	DEK
6	18387580	18469105	NM_182757	RNF144B
6	18572014	18572111	NR_030312	MIR548A1
6	19837600	19842431	NM_001546	ID4
6	21593971	21598849	NM_003107	SOX4
6	22134830	22147422	NR_034143	LOC729177
6	22287472	22303082	NM_001163558	PRL
6	22287472	22297730	NM_000948	PRL
6	22569677	22570750	NM_138574	HDGFL1
6	24126413	24147757	NM_080723	NRSN1
6	24357130	24358512	NM_181337	KAAG1
6	24428404	24489850	NM_001503	GPLD1
6	24403152	24425816	NM_020662	MRS2
6	24473325	24489799	NM_177483	GPLD1
6	24544331	24583455	NM_001252328	KIAA0319
6	24650204	24667115	NM_016614	TDP2
6	24705089	24719403	NM_030939	C6orf62
6	24667262	24705295	NM_018473	ACOT13
6	24667262	24705295	NM_001160094	ACOT13
6	24775640	24786325	NM_001251991	GMNN
6	24775158	24786325	NM_015895	GMNN
6	24839594	24877583	NM_015864	FAM65B
6	24775158	24786325	NM_001251990	GMNN
6	24775158	24786325	NM_001251989	GMNN
6	25081294	25138051	NR_002174	CMAHP
6	25108200	25138620	NR_027626	CMAHP
6	25754926	25781403	NM_005495	SLC17A4
6	25727136	25727573	NM_170610	HIST1H2BA
6	25726290	25726790	NM_170745	HIST1H2AA
6	25732660	25733089	NR_045125	HIST1H2APS1
6	25845327	25874471	NM_006632	SLC17A3
6	25845327	25874471	NM_001098486	SLC17A3
6	25912983	25930946	NM_005835	SLC17A2
6	26055967	26056699	NM_005319	HIST1H1C
6	26031816	26032288	NM_003537	HIST1H3B
6	26033319	26033796	NM_003513	HIST1H2AB
6	25963070	25985352	NM_006355	TRIM38
6	26017259	26018040	NM_005325	HIST1H1A
6	26043454	26043885	NM_021062	HIST1H2BB
6	26021906	26022278	NM_003538	HIST1H4A
6	26045638	26046097	NM_003531	HIST1H3C
6	26020717	26021186	NM_003529	HIST1H3A
6	26027123	26027480	NM_003544	HIST1H4B
6	26158348	26171576	NM_138720	HIST1H2BD
6	26197011	26199464	NM_003530	HIST1H3D
6	26087508	26095469	NM_000410	HFE
6	26199786	26200216	NM_003522	HIST1H2BF
6	26199011	26199471	NM_021065	HIST1H2AD
6	26156558	26157343	NM_005321	HIST1H1E
6	26087508	26095469	NM_139004	HFE
6	26087508	26095469	NM_139011	HFE
6	26087508	26095469	NM_139010	HFE
6	26087508	26095469	NM_139009	HFE
6	26087508	26095469	NM_139008	HFE
6	26087508	26095469	NM_139007	HFE
6	26107639	26108364	NM_005323	HIST1H1T
6	26124372	26124918	NM_003512	HIST1H2AC
6	26087508	26095469	NM_139006	HFE
6	26087508	26095469	NM_139003	HFE
6	26158348	26158835	NM_021063	HIST1H2BD
6	26188937	26189304	NM_003539	HIST1H4D
6	26123694	26124132	NM_003526	HIST1H2BC
6	26184023	26184458	NM_003523	HIST1H2BE
6	26204872	26205249	NM_003545	HIST1H4E
6	26104175	26104565	NM_003542	HIST1H4C
6	26250369	26250835	NM_021018	HIST1H3F
6	26246838	26247205	NM_003547	HIST1H4G
6	26273203	26273640	NM_003525	HIST1H2BI
6	26234439	26235216	NM_005320	HIST1H1D
6	26271145	26271612	NM_003534	HIST1H3G
6	26225382	26225844	NM_003532	HIST1H3E
6	26251878	26252303	NM_003524	HIST1H2BH
6	26216427	26216872	NM_003518	HIST1H2BG
6	26285353	26285727	NM_003543	HIST1H4H
6	26240653	26241021	NM_003540	HIST1H4F
6	26217147	26217711	NM_021052	HIST1H2AE
6	26402464	26415444	NM_001145008	BTN3A1
6	26365469	26378540	NM_001197248	BTN3A2
6	26458152	26469866	NM_007049	BTN2A1
6	26458152	26469866	NM_078476	BTN2A1
6	26383328	26395100	NM_006995	BTN2A2
6	26383323	26395100	NM_001197238	BTN2A2
6	26383438	26395100	NM_001197237	BTN2A2
6	26440699	26453643	NM_197974	BTN3A3
6	26440699	26453643	NM_006994	BTN3A3
6	26365397	26378540	NM_001197247	BTN3A2
6	26368405	26378540	NM_001197246	BTN3A2
6	26383328	26395100	NM_001197240	BTN2A2
6	26383328	26395100	NM_001197239	BTN2A2
6	26402464	26415444	NM_001145009	BTN3A1
6	26421618	26430816	NR_027795	BTN2A3P
6	26365397	26378540	NM_001197249	BTN3A2
6	26365397	26378548	NM_007047	BTN3A2
6	26402464	26415444	NM_194441	BTN3A1
6	26402464	26415444	NM_007048	BTN3A1
6	26383328	26395100	NM_181531	BTN2A2
6	26458177	26469866	NM_001197233	BTN2A1
6	26440699	26453643	NM_001242803	BTN3A3
6	26501494	26510652	NM_001732	BTN1A1
6	26521933	26527612	NR_026790	HCG11
6	26538571	26547164	NM_006353	HMGN4
6	26597170	26600277	NM_013375	ABT1
6	26634610	26659980	NM_024639	ZNF322
6	26634610	26659980	NM_001242799	ZNF322
6	26634610	26659980	NM_001242798	ZNF322
6	26634610	26659980	NM_001242797	ZNF322
6	26987144	26988085	NR_026776	LOC100270746
6	26924771	26991753	NR_026775	LINC00240
6	27114907	27115346	NM_080596	HIST1H2AH
6	27100094	27100575	NM_021058	HIST1H2BJ
6	27106071	27114637	NM_080593	HIST1H2BK
6	27115404	27115467	NR_036096	MIR3143
6	27100816	27101314	NM_021064	HIST1H2AG
6	27107087	27107457	NM_003495	HIST1H4I
6	27215501	27224399	NM_005865	PRSS16
6	27325601	27343153	NR_024553	ZNF204P
6	27356523	27369227	NM_001076781	ZNF391
6	27325601	27339304	NR_002722	ZNF204P
6	27292539	27293741	NR_045612	VN1R10P
6	27276841	27280011	NM_033482	POM121L2
6	27418520	27440897	NM_007149	ZNF184
6	27782079	27782518	NM_021066	HIST1H2AJ
6	27729522	27730966	NR_038929	LOC100131289
6	27777841	27778314	NM_003536	HIST1H3H
6	27782821	27783267	NM_003521	HIST1H2BM
6	27775256	27775709	NM_003519	HIST1H2BL
6	27775976	27776445	NM_003509	HIST1H2AI
6	27661813	27678001	NR_038294	LOC100507173
6	27661813	27678001	NR_038293	LOC100507173
6	27661857	27676936	NR_038292	LOC100507173
6	27791902	27792258	NM_021968	HIST1H4J
6	27834569	27835359	NM_005322	HIST1H1B
6	27878962	27880174	NM_033057	OR2B2
6	27860476	27860963	NM_003514	HIST1H2AM
6	27833106	27833576	NM_003511	HIST1H2AL
6	27805657	27806117	NM_003510	HIST1H2AK
6	27858092	27858570	NM_003535	HIST1H3J
6	27839622	27840099	NM_003533	HIST1H3I
6	27861202	27861669	NM_003527	HIST1H2BO
6	27806439	27806888	NM_003520	HIST1H2BN
6	27840925	27841289	NM_003546	HIST1H4L
6	27798951	27799305	NM_003541	HIST1H4K
6	27925018	27925960	NM_012367	OR2B6
6	28109715	28125236	NM_006298	ZNF192
6	28058928	28063493	NR_024063	ZSCAN12P1
6	28092386	28097856	NM_025231	ZSCAN16
6	28249313	28270326	NM_032507	PGBD1
6	28193028	28201264	NM_001199480	ZNF193
6	28234787	28245980	NM_001023560	ZNF187
6	28193028	28201264	NM_006299	ZNF193
6	28183115	28186707	NR_002936	TOB2P1
6	28234787	28245980	NM_001111039	ZNF187
6	28212489	28220002	NM_019110	ZKSCAN4
6	28292514	28304152	NM_001243244	ZNF323
6	28292514	28303911	NM_001243243	ZNF323
6	28292514	28304152	NM_001243242	ZNF323
6	28292514	28304152	NM_001243241	ZNF323
6	28292514	28303911	NM_001135216	ZNF323
6	28249313	28270326	NM_001184743	PGBD1
6	28193028	28201264	NM_001199479	ZNF193
6	28234787	28245980	NM_152736	ZNF187
6	28227097	28228736	NM_001007531	NKAPL
6	28292514	28304152	NM_030899	ZNF323
6	28346597	28367544	NR_028077	ZSCAN12
6	28317690	28336954	NM_024493	ZKSCAN3
6	28400431	28411279	NM_001012455	ZSCAN23
6	28317690	28336954	NM_001242894	ZKSCAN3
6	28317690	28336954	NM_001242895	ZKSCAN3
6	28356726	28367544	NM_001163391	ZSCAN12
6	28493788	28502728	NM_001509	GPX5
6	28493788	28502728	NM_003996	GPX5
6	28539406	28555112	NM_052923	SCAND3
6	28471072	28483570	NM_182701	GPX6
6	28827401	28831454	NR_033379	LOC401242
6	28870778	28891768	NM_006510	TRIM27
6	29011989	29012952	NM_030903	OR2W1
6	29003999	29044517	NM_001195202	LOC100129636
6	29079667	29080603	NM_001005216	OR2J3
6	29053984	29055090	NM_001005226	OR2B3
6	29141310	29142351	NM_030905	OR2J2
6	29323006	29324054	NM_030876	OR5V1
6	29341199	29343068	NM_030959	OR12D3
6	29274466	29275432	NM_030946	OR14J1
6	29364415	29365448	NM_013936	OR12D2
6	29426229	29432099	NM_030883	OR2H1
6	29393280	29395509	NM_013937	OR11A1
6	29454542	29455679	NM_052967	MAS1L
6	29407715	29408754	NM_013941	OR10C1
6	29570004	29600962	NM_021904	GABBR1
6	29523388	29527702	NM_006398	UBD
6	29550028	29550105	NR_003049	SNORD32B
6	29497182	29501345	NR_037181	LOC100507362
6	29555682	29556745	NM_007160	OR2H2
6	29570004	29600962	NM_001470	GABBR1
6	29497182	29501345	NR_037179	LOC100507362
6	29497182	29501345	NR_037180	LOC100507362
6	29570004	29596005	NM_021903	GABBR1
6	29624757	29640149	NM_206811	MOG
6	29640168	29644931	NM_001109809	ZFP57
6	29624757	29640149	NM_002433	MOG
6	29694377	29716826	NR_026972	HLA-F-AS1
6	29691116	29694303	NM_018950	HLA-F
6	29694377	29716826	NR_026973	HLA-F-AS1
6	29624757	29640149	NM_001170418	MOG
6	29624757	29640149	NM_206814	MOG
6	29718583	29718925	NR_001590	IFITM4P
6	29624757	29640149	NM_206809	MOG
6	29624757	29640149	NM_206812	MOG
6	29691116	29695073	NM_001098479	HLA-F
6	29624757	29640149	NM_001008228	MOG
6	29624757	29640149	NM_001008229	MOG
6	29624757	29640149	NM_206810	MOG
6	29691116	29694303	NM_001098478	HLA-F
6	29794755	29798899	NM_002127	HLA-G
6	29855382	29858856	NR_001434	HLA-H
6	29759682	29765584	NM_001207043	LOC554223
6	29758807	29760850	NR_002139	HCG4
6	29973747	29977733	NR_024240	HLA-J
6	29942891	29946177	NR_028032	HCG9
6	29910246	29913661	NM_001242758	HLA-A
6	29910246	29913661	NM_002116	HLA-A
6	29892368	29893428	NR_001317	HCG4B
6	30038042	30043628	NM_025236	RNF39
6	30038042	30043626	NM_170769	RNF39
6	30070673	30080867	NM_007028	TRIM31
6	30119722	30128711	NM_006778	TRIM10
6	30029035	30032686	NM_170783	ZNRD1
6	30130982	30140473	NM_033229	TRIM15
6	30029035	30032686	NM_014596	ZNRD1
6	30119722	30128711	NM_052828	TRIM10
6	30104509	30116512	NM_138700	TRIM40
6	30034931	30038108	NM_021959	PPP1R11
6	30227338	30234728	NR_027822	HLA-L
6	30152231	30181271	NM_001242783	TRIM26
6	30152231	30181271	NM_003449	TRIM26
6	30294620	30311506	NM_021253	TRIM39
6	30297087	30314635	NM_001199119	TRIM39-RPP21
6	30295007	30311506	NM_172016	TRIM39
6	30312905	30314635	NM_001199121	RPP21
6	30312905	30314635	NM_001199120	RPP21
6	30312905	30314635	NM_024839	RPP21
6	30457182	30461982	NM_005516	HLA-E
6	30524485	30532473	NM_025263	PRR3
6	30509154	30525371	NM_005275	GNL1
6	30524485	30532473	NM_001077497	PRR3
6	30644165	30655672	NM_133471	PPP1R18
6	30644165	30655093	NM_001134870	PPP1R18
6	30594662	30614598	NM_001031722	ATAT1
6	30585485	30594174	NM_014046	MRPS18B
6	30594612	30612448	NM_024909	ATAT1
6	30614815	30620987	NM_145029	C6orf136
6	30568181	30585020	NM_002714	PPP1R10
6	30614815	30620987	NM_001161376	C6orf136
6	30552108	30552194	NR_030615	MIR877
6	30620895	30640830	NM_003587	DHX16
6	30620895	30640830	NM_001164239	DHX16
6	30655825	30658769	NM_007243	NRM
6	30614815	30620987	NM_001109938	C6orf136
6	30594614	30612448	NM_001254952	ATAT1
6	30695510	30710453	NM_005803	FLOT1
6	30710975	30712327	NM_003897	IER3
6	30688156	30693195	NM_178014	TUBB
6	30852756	30867933	NM_001202523	DDR1
6	30882107	30894235	NM_001167734	VARS2
6	30852326	30867933	NM_013993	DDR1
6	30856464	30867933	NM_001202521	DDR1
6	30881981	30894235	NM_020442	VARS2
6	30851860	30867933	NM_001954	DDR1
6	30908776	30921998	NM_080870	DPCR1
6	30858659	30858749	NR_039783	MIR4640
6	30875976	30881880	NM_001517	GTF2H4
6	30856464	30867933	NM_001202522	DDR1
6	30856464	30867933	NM_013994	DDR1
6	30899126	30899952	NM_205854	SFTA2
6	30881981	30894235	NM_001167733	VARS2
6	30973728	31003179	NM_001198815	MUC22
6	31021983	31027653	NR_003948	HCG22
6	30951484	30957675	NM_001010909	MUC21
6	31110215	31126015	NM_019052	CCHCR1
6	31078999	31080332	NM_014070	C6orf15
6	31126302	31131992	NM_007109	TCF19
6	31132113	31138451	NM_002701	POU5F1
6	31105310	31107127	NM_014069	PSORS1C2
6	31141511	31145676	NR_026816	PSORS1C3
6	31165536	31171745	NR_026791	HCG27
6	31110215	31125566	NM_001105563	CCHCR1
6	31132113	31134615	NM_203289	POU5F1
6	31082864	31088252	NM_001264	CDSN
6	31132113	31134615	NM_001173531	POU5F1
6	31082607	31107869	NM_014068	PSORS1C1
6	31110215	31125566	NM_001105564	CCHCR1
6	31126302	31131992	NM_001077511	TCF19
6	31321648	31324989	NM_005514	HLA-B
6	31236525	31239913	NM_002117	HLA-C
6	31236525	31239913	NM_001243042	HLA-C
6	31430956	31433586	NR_040662	HCP5
6	31371370	31383090	NM_001177519	MICA
6	31367560	31383036	NR_036523	MICA
6	31371370	31383090	NM_000247	MICA
6	31368472	31383090	NR_036524	MICA
6	31439005	31440185	NR_002812	HCG26
6	31497995	31514625	NR_037853	ATP6V1G2-DDX39B
6	31554976	31556686	NM_001166538	LST1
6	31554976	31556686	NM_007161	LST1
6	31543349	31546112	NM_000594	TNF
6	31553955	31556686	NR_029461	LST1
6	31514627	31526606	NM_001144962	NFKBIL1
6	31508877	31508955	NR_003065	SNORD84
6	31504150	31504226	NR_003140	SNORD117
6	31497995	31510252	NM_004640	DDX39B
6	31556659	31560762	NM_001145466	NCR3
6	31548335	31550202	NM_009588	LTB
6	31582993	31584798	NM_004847	AIF1
6	31548335	31550202	NM_002341	LTB
6	31497995	31510252	NM_080598	DDX39B
6	31553955	31556686	NM_205839	LST1
6	31515352	31526606	NM_001144961	NFKBIL1
6	31553955	31556686	NR_029462	LST1
6	31465854	31478901	NM_005931	MICB
6	31514627	31526606	NM_001144963	NFKBIL1
